,season,Home,G.1,Visitor,G,playoffs
39627,2007,Phoenix Coyotes,3.0,Nashville Predators,2.0,0
39628,2007,Vancouver Canucks,0.0,Edmonton Oilers,4.0,0
39629,2007,Calgary Flames,3.0,Carolina Hurricanes,0.0,0
39630,2007,Colorado Avalanche,0.0,Columbus Blue Jackets,3.0,0
39631,2007,Minnesota Wild,3.0,Chicago Blackhawks,2.0,0
39632,2007,New York Islanders,2.0,Ottawa Senators,4.0,0
39633,2007,Pittsburgh Penguins,2.0,Florida Panthers,3.0,0
39634,2007,St. Louis Blues,1.0,Detroit Red Wings,5.0,0
39635,2007,Tampa Bay Lightning,1.0,Buffalo Sabres,4.0,0
39636,2007,Toronto Maple Leafs,2.0,Atlanta Thrashers,5.0,0
39637,2007,Anaheim Ducks,4.0,Nashville Predators,0.0,0
39638,2007,Dallas Stars,3.0,Phoenix Coyotes,0.0,0
39639,2007,Edmonton Oilers,3.0,Carolina Hurricanes,1.0,0
39640,2007,New Jersey Devils,2.0,Montreal Canadiens,1.0,0
39641,2007,Washington Capitals,6.0,Ottawa Senators,2.0,0
39642,2007,Boston Bruins,3.0,Toronto Maple Leafs,1.0,0
39643,2007,Chicago Blackhawks,1.0,Phoenix Coyotes,2.0,0
39644,2007,Detroit Red Wings,4.0,St. Louis Blues,3.0,0
39645,2007,Florida Panthers,3.0,Buffalo Sabres,1.0,0
39646,2007,Los Angeles Kings,1.0,Nashville Predators,4.0,0
39647,2007,Minnesota Wild,3.0,Calgary Flames,2.0,0
39648,2007,New York Islanders,2.0,Montreal Canadiens,4.0,0
39649,2007,New York Rangers,3.0,Pittsburgh Penguins,2.0,0
39650,2007,San Jose Sharks,2.0,Colorado Avalanche,5.0,0
39651,2007,Tampa Bay Lightning,8.0,Atlanta Thrashers,0.0,0
39652,2007,Dallas Stars,0.0,Edmonton Oilers,2.0,0
39653,2007,New Jersey Devils,2.0,Philadelphia Flyers,0.0,0
39654,2007,Vancouver Canucks,4.0,Carolina Hurricanes,3.0,0
39655,2007,Washington Capitals,1.0,Anaheim Ducks,6.0,0
39656,2007,Atlanta Thrashers,3.0,Pittsburgh Penguins,4.0,0
39657,2007,Boston Bruins,1.0,New Jersey Devils,5.0,0
39658,2007,Calgary Flames,5.0,Vancouver Canucks,3.0,0
39659,2007,Detroit Red Wings,5.0,Toronto Maple Leafs,1.0,0
39660,2007,Los Angeles Kings,5.0,Colorado Avalanche,4.0,0
39661,2007,Minnesota Wild,5.0,Chicago Blackhawks,4.0,0
39662,2007,Montreal Canadiens,2.0,Buffalo Sabres,3.0,0
39663,2007,New York Islanders,5.0,Florida Panthers,4.0,0
39664,2007,Ottawa Senators,1.0,New York Rangers,3.0,0
39665,2007,Philadelphia Flyers,3.0,Washington Capitals,5.0,0
39666,2007,Phoenix Coyotes,3.0,Dallas Stars,4.0,0
39667,2007,San Jose Sharks,3.0,Nashville Predators,1.0,0
39668,2007,St. Louis Blues,1.0,Columbus Blue Jackets,5.0,0
39669,2007,Tampa Bay Lightning,3.0,Anaheim Ducks,4.0,0
39670,2007,Columbus Blue Jackets,6.0,Ottawa Senators,2.0,0
39671,2007,Chicago Blackhawks,4.0,Edmonton Oilers,1.0,0
39672,2007,New York Rangers,2.0,Florida Panthers,1.0,0
39673,2007,Colorado Avalanche,5.0,Carolina Hurricanes,2.0,0
39674,2007,San Jose Sharks,4.0,Phoenix Coyotes,0.0,0
39675,2007,Washington Capitals,4.0,Pittsburgh Penguins,5.0,0
39676,2007,Calgary Flames,5.0,Minnesota Wild,2.0,0
39677,2007,Dallas Stars,1.0,Columbus Blue Jackets,3.0,0
39678,2007,Detroit Red Wings,2.0,Ottawa Senators,3.0,0
39679,2007,Florida Panthers,4.0,Anaheim Ducks,5.0,0
39680,2007,Los Angeles Kings,1.0,San Jose Sharks,3.0,0
39681,2007,Montreal Canadiens,4.0,Boston Bruins,3.0,0
39682,2007,New Jersey Devils,2.0,Buffalo Sabres,3.0,0
39683,2007,Nashville Predators,3.0,Edmonton Oilers,2.0,0
39684,2007,Philadelphia Flyers,1.0,New York Rangers,3.0,0
39685,2007,St. Louis Blues,2.0,Chicago Blackhawks,3.0,0
39686,2007,Toronto Maple Leafs,5.0,Tampa Bay Lightning,4.0,0
39687,2007,Vancouver Canucks,5.0,Phoenix Coyotes,2.0,0
39688,2007,Atlanta Thrashers,1.0,Anaheim Ducks,2.0,0
39689,2007,Colorado Avalanche,4.0,St. Louis Blues,1.0,0
39690,2007,Pittsburgh Penguins,8.0,Philadelphia Flyers,4.0,0
39691,2007,Boston Bruins,5.0,New Jersey Devils,3.0,0
39692,2007,Buffalo Sabres,2.0,Florida Panthers,1.0,0
39693,2007,Chicago Blackhawks,2.0,Detroit Red Wings,3.0,0
39694,2007,Dallas Stars,2.0,New York Rangers,5.0,0
39695,2007,Edmonton Oilers,3.0,Minnesota Wild,1.0,0
39696,2007,Montreal Canadiens,4.0,Tampa Bay Lightning,2.0,0
39697,2007,Nashville Predators,6.0,Ottawa Senators,0.0,0
39698,2007,Phoenix Coyotes,5.0,Columbus Blue Jackets,4.0,0
39699,2007,San Jose Sharks,2.0,Los Angeles Kings,4.0,0
39700,2007,Vancouver Canucks,3.0,Calgary Flames,1.0,0
39701,2007,Atlanta Thrashers,2.0,Washington Capitals,3.0,0
39702,2007,Carolina Hurricanes,3.0,Toronto Maple Leafs,4.0,0
39703,2007,Colorado Avalanche,4.0,Edmonton Oilers,1.0,0
39704,2007,Pittsburgh Penguins,7.0,New York Islanders,4.0,0
39705,2007,Boston Bruins,3.0,Florida Panthers,6.0,0
39706,2007,Buffalo Sabres,1.0,Ottawa Senators,3.0,0
39707,2007,Columbus Blue Jackets,4.0,Chicago Blackhawks,6.0,0
39708,2007,Los Angeles Kings,3.0,Dallas Stars,4.0,0
39709,2007,Montreal Canadiens,6.0,Pittsburgh Penguins,3.0,0
39710,2007,New Jersey Devils,1.0,Detroit Red Wings,2.0,0
39711,2007,Nashville Predators,3.0,St. Louis Blues,2.0,0
39712,2007,New York Islanders,6.0,Atlanta Thrashers,0.0,0
39713,2007,Phoenix Coyotes,3.0,Calgary Flames,6.0,0
39714,2007,San Jose Sharks,4.0,Anaheim Ducks,3.0,0
39715,2007,Tampa Bay Lightning,2.0,Carolina Hurricanes,3.0,0
39716,2007,Toronto Maple Leafs,9.0,New York Rangers,2.0,0
39717,2007,Vancouver Canucks,2.0,Minnesota Wild,1.0,0
39718,2007,Washington Capitals,4.0,Philadelphia Flyers,1.0,0
39719,2007,Chicago Blackhawks,2.0,Colorado Avalanche,1.0,0
39720,2007,New York Rangers,1.0,New Jersey Devils,6.0,0
39721,2007,St. Louis Blues,1.0,Nashville Predators,2.0,0
39722,2007,Anaheim Ducks,4.0,Calgary Flames,1.0,0
39723,2007,Columbus Blue Jackets,4.0,Detroit Red Wings,3.0,0
39724,2007,Buffalo Sabres,2.0,Montreal Canadiens,5.0,0
39725,2007,Edmonton Oilers,6.0,Colorado Avalanche,7.0,0
39726,2007,Los Angeles Kings,3.0,Calgary Flames,5.0,0
39727,2007,Minnesota Wild,5.0,Vancouver Canucks,2.0,0
39728,2007,New Jersey Devils,3.0,Atlanta Thrashers,4.0,0
39729,2007,New York Rangers,3.0,New York Islanders,4.0,0
39730,2007,Ottawa Senators,2.0,Boston Bruins,7.0,0
39731,2007,Philadelphia Flyers,1.0,Carolina Hurricanes,2.0,0
39732,2007,Pittsburgh Penguins,1.0,St. Louis Blues,4.0,0
39733,2007,Toronto Maple Leafs,3.0,Florida Panthers,7.0,0
39734,2007,Washington Capitals,4.0,Tampa Bay Lightning,5.0,0
39735,2007,Anaheim Ducks,4.0,Dallas Stars,1.0,0
39736,2007,Chicago Blackhawks,1.0,Nashville Predators,2.0,0
39737,2007,Detroit Red Wings,5.0,Columbus Blue Jackets,0.0,0
39738,2007,Atlanta Thrashers,4.0,Pittsburgh Penguins,3.0,0
39739,2007,Boston Bruins,2.0,Vancouver Canucks,0.0,0
39740,2007,Florida Panthers,3.0,New York Rangers,2.0,0
39741,2007,Montreal Canadiens,4.0,Philadelphia Flyers,2.0,0
39742,2007,Nashville Predators,2.0,Buffalo Sabres,7.0,0
39743,2007,Ottawa Senators,2.0,Tampa Bay Lightning,4.0,0
39744,2007,Phoenix Coyotes,2.0,Edmonton Oilers,3.0,0
39745,2007,San Jose Sharks,0.0,Dallas Stars,3.0,0
39746,2007,St. Louis Blues,5.0,Los Angeles Kings,2.0,0
39747,2007,Carolina Hurricanes,5.0,New York Islanders,1.0,0
39748,2007,Columbus Blue Jackets,3.0,Vancouver Canucks,2.0,0
39749,2007,Chicago Blackhawks,3.0,Toronto Maple Leafs,1.0,0
39750,2007,Detroit Red Wings,3.0,Minnesota Wild,1.0,0
39751,2007,Washington Capitals,1.0,New Jersey Devils,4.0,0
39752,2007,Atlanta Thrashers,5.0,New Jersey Devils,2.0,0
39753,2007,Boston Bruins,4.0,Montreal Canadiens,2.0,0
39754,2007,Colorado Avalanche,3.0,Chicago Blackhawks,2.0,0
39755,2007,Dallas Stars,3.0,Edmonton Oilers,2.0,0
39756,2007,Florida Panthers,2.0,Carolina Hurricanes,3.0,0
39757,2007,Minnesota Wild,3.0,Detroit Red Wings,2.0,0
39758,2007,Nashville Predators,7.0,Los Angeles Kings,0.0,0
39759,2007,New York Islanders,4.0,Columbus Blue Jackets,0.0,0
39760,2007,Philadelphia Flyers,3.0,Ottawa Senators,6.0,0
39761,2007,Phoenix Coyotes,2.0,Anaheim Ducks,0.0,0
39762,2007,San Jose Sharks,4.0,Calgary Flames,1.0,0
39763,2007,St. Louis Blues,3.0,Buffalo Sabres,2.0,0
39764,2007,Tampa Bay Lightning,4.0,New York Rangers,3.0,0
39765,2007,Toronto Maple Leafs,2.0,Washington Capitals,3.0,0
39766,2007,Atlanta Thrashers,2.0,Tampa Bay Lightning,1.0,0
39767,2007,Buffalo Sabres,6.0,Washington Capitals,3.0,0
39768,2007,Carolina Hurricanes,4.0,Florida Panthers,2.0,0
39769,2007,Columbus Blue Jackets,5.0,Boston Bruins,4.0,0
39770,2007,Calgary Flames,1.0,Vancouver Canucks,3.0,0
39771,2007,Chicago Blackhawks,2.0,Dallas Stars,1.0,0
39772,2007,Los Angeles Kings,4.0,Phoenix Coyotes,3.0,0
39773,2007,New Jersey Devils,3.0,Pittsburgh Penguins,0.0,0
39774,2007,Nashville Predators,3.0,St. Louis Blues,2.0,0
39775,2007,New York Islanders,2.0,New York Rangers,0.0,0
39776,2007,San Jose Sharks,3.0,Anaheim Ducks,4.0,0
39777,2007,Toronto Maple Leafs,4.0,Minnesota Wild,3.0,0
39778,2007,Colorado Avalanche,4.0,Dallas Stars,5.0,0
39779,2007,Detroit Red Wings,3.0,Minnesota Wild,1.0,0
39780,2007,Florida Panthers,3.0,Philadelphia Flyers,1.0,0
39781,2007,Ottawa Senators,2.0,New York Islanders,0.0,0
39782,2007,Pittsburgh Penguins,2.0,Atlanta Thrashers,4.0,0
39783,2007,Vancouver Canucks,6.0,Calgary Flames,5.0,0
39784,2007,Washington Capitals,1.0,Montreal Canadiens,4.0,0
39785,2007,Buffalo Sabres,4.0,Carolina Hurricanes,1.0,0
39786,2007,Columbus Blue Jackets,4.0,Detroit Red Wings,7.0,0
39787,2007,Edmonton Oilers,4.0,Los Angeles Kings,7.0,0
39788,2007,San Jose Sharks,2.0,Phoenix Coyotes,3.0,0
39789,2007,Tampa Bay Lightning,3.0,Philadelphia Flyers,4.0,0
39790,2007,Carolina Hurricanes,4.0,Anaheim Ducks,2.0,0
39791,2007,Calgary Flames,6.0,Los Angeles Kings,4.0,0
39792,2007,Chicago Blackhawks,3.0,Boston Bruins,5.0,0
39793,2007,Colorado Avalanche,2.0,St. Louis Blues,4.0,0
39794,2007,Dallas Stars,4.0,Nashville Predators,1.0,0
39795,2007,Florida Panthers,3.0,Montreal Canadiens,1.0,0
39796,2007,Minnesota Wild,4.0,Columbus Blue Jackets,3.0,0
39797,2007,New Jersey Devils,4.0,Washington Capitals,3.0,0
39798,2007,Ottawa Senators,1.0,New York Rangers,0.0,0
39799,2007,Pittsburgh Penguins,4.0,Toronto Maple Leafs,1.0,0
39800,2007,Buffalo Sabres,4.0,Atlanta Thrashers,1.0,0
39801,2007,Edmonton Oilers,2.0,Vancouver Canucks,6.0,0
39802,2007,Nashville Predators,5.0,Boston Bruins,0.0,0
39803,2007,New York Islanders,0.0,New Jersey Devils,2.0,0
39804,2007,New York Rangers,4.0,Washington Capitals,1.0,0
39805,2007,Phoenix Coyotes,8.0,San Jose Sharks,0.0,0
39806,2007,St. Louis Blues,2.0,Colorado Avalanche,0.0,0
39807,2007,Tampa Bay Lightning,3.0,Montreal Canadiens,1.0,0
39808,2007,Toronto Maple Leafs,2.0,Ottawa Senators,3.0,0
39809,2007,Carolina Hurricanes,2.0,Philadelphia Flyers,5.0,0
39810,2007,Columbus Blue Jackets,3.0,Chicago Blackhawks,1.0,0
39811,2007,Calgary Flames,4.0,Edmonton Oilers,2.0,0
39812,2007,Dallas Stars,2.0,San Jose Sharks,4.0,0
39813,2007,Detroit Red Wings,6.0,Los Angeles Kings,2.0,0
39814,2007,Minnesota Wild,4.0,Anaheim Ducks,3.0,0
39815,2007,Buffalo Sabres,3.0,New York Islanders,1.0,0
39816,2007,Nashville Predators,3.0,Colorado Avalanche,5.0,0
39817,2007,Ottawa Senators,2.0,Atlanta Thrashers,3.0,0
39818,2007,Toronto Maple Leafs,5.0,Boston Bruins,1.0,0
39819,2007,Washington Capitals,2.0,Phoenix Coyotes,3.0,0
39820,2007,Calgary Flames,2.0,Vancouver Canucks,3.0,0
39821,2007,Detroit Red Wings,2.0,Anaheim Ducks,1.0,0
39822,2007,Edmonton Oilers,4.0,Florida Panthers,1.0,0
39823,2007,Minnesota Wild,5.0,Atlanta Thrashers,1.0,0
39824,2007,Montreal Canadiens,5.0,Tampa Bay Lightning,2.0,0
39825,2007,New Jersey Devils,2.0,New York Rangers,3.0,0
39826,2007,New York Islanders,2.0,Philadelphia Flyers,3.0,0
39827,2007,Pittsburgh Penguins,3.0,Carolina Hurricanes,0.0,0
39828,2007,St. Louis Blues,1.0,Chicago Blackhawks,4.0,0
39829,2007,Los Angeles Kings,3.0,Columbus Blue Jackets,0.0,0
39830,2007,Ottawa Senators,6.0,Buffalo Sabres,3.0,0
39831,2007,Vancouver Canucks,2.0,Dallas Stars,1.0,0
39832,2007,Boston Bruins,2.0,Toronto Maple Leafs,10.0,0
39833,2007,Carolina Hurricanes,0.0,Phoenix Coyotes,2.0,0
39834,2007,Calgary Flames,5.0,Florida Panthers,4.0,0
39835,2007,Edmonton Oilers,5.0,Dallas Stars,6.0,0
39836,2007,Minnesota Wild,2.0,Tampa Bay Lightning,3.0,0
39837,2007,New Jersey Devils,4.0,New York Islanders,3.0,0
39838,2007,New York Rangers,3.0,Philadelphia Flyers,2.0,0
39839,2007,San Jose Sharks,9.0,Detroit Red Wings,4.0,0
39840,2007,St. Louis Blues,2.0,Chicago Blackhawks,0.0,0
39841,2007,Washington Capitals,5.0,Montreal Canadiens,1.0,0
39842,2007,Anaheim Ducks,3.0,Columbus Blue Jackets,4.0,0
39843,2007,Atlanta Thrashers,4.0,Phoenix Coyotes,5.0,0
39844,2007,Buffalo Sabres,2.0,Pittsburgh Penguins,4.0,0
39845,2007,Chicago Blackhawks,3.0,Nashville Predators,8.0,0
39846,2007,Colorado Avalanche,4.0,Tampa Bay Lightning,2.0,0
39847,2007,Vancouver Canucks,3.0,Edmonton Oilers,2.0,0
39848,2007,Boston Bruins,4.0,Philadelphia Flyers,3.0,0
39849,2007,Carolina Hurricanes,4.0,New York Islanders,2.0,0
39850,2007,Calgary Flames,4.0,Dallas Stars,2.0,0
39851,2007,Los Angeles Kings,4.0,Detroit Red Wings,2.0,0
39852,2007,Minnesota Wild,1.0,Colorado Avalanche,2.0,0
39853,2007,Montreal Canadiens,3.0,New York Rangers,4.0,0
39854,2007,Nashville Predators,3.0,St. Louis Blues,2.0,0
39855,2007,Ottawa Senators,2.0,New Jersey Devils,3.0,0
39856,2007,San Jose Sharks,5.0,Columbus Blue Jackets,2.0,0
39857,2007,Toronto Maple Leafs,3.0,Buffalo Sabres,4.0,0
39858,2007,Washington Capitals,3.0,Atlanta Thrashers,2.0,0
39859,2007,Anaheim Ducks,4.0,Detroit Red Wings,2.0,0
39860,2007,Chicago Blackhawks,2.0,Phoenix Coyotes,4.0,0
39861,2007,Montreal Canadiens,0.0,New Jersey Devils,3.0,0
39862,2007,Ottawa Senators,6.0,Philadelphia Flyers,1.0,0
39863,2007,Pittsburgh Penguins,2.0,Tampa Bay Lightning,3.0,0
39864,2007,Vancouver Canucks,4.0,Florida Panthers,3.0,0
39865,2007,Los Angeles Kings,1.0,Edmonton Oilers,2.0,0
39866,2007,Columbus Blue Jackets,3.0,St. Louis Blues,4.0,0
39867,2007,Calgary Flames,3.0,Minnesota Wild,0.0,0
39868,2007,Colorado Avalanche,3.0,Detroit Red Wings,4.0,0
39869,2007,Dallas Stars,2.0,Phoenix Coyotes,5.0,0
39870,2007,Montreal Canadiens,4.0,Atlanta Thrashers,2.0,0
39871,2007,Nashville Predators,5.0,Anaheim Ducks,4.0,0
39872,2007,New York Rangers,3.0,New York Islanders,5.0,0
39873,2007,Ottawa Senators,5.0,Boston Bruins,2.0,0
39874,2007,Tampa Bay Lightning,3.0,Pittsburgh Penguins,2.0,0
39875,2007,Toronto Maple Leafs,1.0,Carolina Hurricanes,4.0,0
39876,2007,Washington Capitals,6.0,Philadelphia Flyers,2.0,0
39877,2007,Chicago Blackhawks,1.0,Buffalo Sabres,2.0,0
39878,2007,Florida Panthers,5.0,Pittsburgh Penguins,2.0,0
39879,2007,New Jersey Devils,2.0,St. Louis Blues,3.0,0
39880,2007,San Jose Sharks,2.0,Edmonton Oilers,3.0,0
39881,2007,Boston Bruins,4.0,New York Islanders,5.0,0
39882,2007,Buffalo Sabres,2.0,Toronto Maple Leafs,4.0,0
39883,2007,Carolina Hurricanes,6.0,Florida Panthers,4.0,0
39884,2007,Colorado Avalanche,3.0,Calgary Flames,7.0,0
39885,2007,Dallas Stars,1.0,Anaheim Ducks,5.0,0
39886,2007,Los Angeles Kings,2.0,San Jose Sharks,5.0,0
39887,2007,New York Rangers,4.0,Ottawa Senators,6.0,0
39888,2007,Philadelphia Flyers,2.0,Montreal Canadiens,4.0,0
39889,2007,Phoenix Coyotes,1.0,Detroit Red Wings,5.0,0
39890,2007,Tampa Bay Lightning,5.0,Washington Capitals,4.0,0
39891,2007,Vancouver Canucks,2.0,Minnesota Wild,5.0,0
39892,2007,Edmonton Oilers,2.0,Minnesota Wild,4.0,0
39893,2007,New Jersey Devils,2.0,Atlanta Thrashers,1.0,0
39894,2007,Nashville Predators,2.0,Columbus Blue Jackets,0.0,0
39895,2007,Anaheim Ducks,2.0,Colorado Avalanche,3.0,0
39896,2007,Buffalo Sabres,2.0,Tampa Bay Lightning,3.0,0
39897,2007,Carolina Hurricanes,3.0,Atlanta Thrashers,4.0,0
39898,2007,Columbus Blue Jackets,1.0,Nashville Predators,4.0,0
39899,2007,Calgary Flames,3.0,Edmonton Oilers,1.0,0
39900,2007,Detroit Red Wings,6.0,Chicago Blackhawks,3.0,0
39901,2007,Florida Panthers,7.0,Washington Capitals,3.0,0
39902,2007,New York Islanders,1.0,New Jersey Devils,2.0,0
39903,2007,New York Rangers,3.0,Boston Bruins,1.0,0
39904,2007,Ottawa Senators,8.0,Montreal Canadiens,3.0,0
39905,2007,Philadelphia Flyers,3.0,Pittsburgh Penguins,5.0,0
39906,2007,Phoenix Coyotes,1.0,San Jose Sharks,4.0,0
39907,2007,St. Louis Blues,6.0,Los Angeles Kings,5.0,0
39908,2007,Toronto Maple Leafs,1.0,Vancouver Canucks,6.0,0
39909,2007,Chicago Blackhawks,3.0,Minnesota Wild,4.0,0
39910,2007,Boston Bruins,3.0,Buffalo Sabres,2.0,0
39911,2007,Dallas Stars,3.0,Los Angeles Kings,1.0,0
39912,2007,Detroit Red Wings,2.0,Montreal Canadiens,0.0,0
39913,2007,Nashville Predators,5.0,Calgary Flames,3.0,0
39914,2007,New York Islanders,3.0,Tampa Bay Lightning,4.0,0
39915,2007,Phoenix Coyotes,5.0,St. Louis Blues,4.0,0
39916,2007,San Jose Sharks,3.0,Colorado Avalanche,1.0,0
39917,2007,Anaheim Ducks,2.0,St. Louis Blues,6.0,0
39918,2007,Atlanta Thrashers,6.0,Los Angeles Kings,2.0,0
39919,2007,Chicago Blackhawks,4.0,Columbus Blue Jackets,5.0,0
39920,2007,Florida Panthers,2.0,Carolina Hurricanes,3.0,0
39921,2007,Minnesota Wild,1.0,Edmonton Oilers,2.0,0
39922,2007,Montreal Canadiens,0.0,Vancouver Canucks,4.0,0
39923,2007,New Jersey Devils,1.0,New York Rangers,0.0,0
39924,2007,Ottawa Senators,5.0,Washington Capitals,2.0,0
39925,2007,Pittsburgh Penguins,5.0,New York Islanders,2.0,0
39926,2007,Tampa Bay Lightning,2.0,Toronto Maple Leafs,4.0,0
39927,2007,Buffalo Sabres,6.0,Boston Bruins,3.0,0
39928,2007,Colorado Avalanche,4.0,Phoenix Coyotes,3.0,0
39929,2007,Dallas Stars,4.0,Calgary Flames,2.0,0
39930,2007,Detroit Red Wings,5.0,Nashville Predators,3.0,0
39931,2007,Atlanta Thrashers,1.0,Montreal Canadiens,4.0,0
39932,2007,Boston Bruins,5.0,Pittsburgh Penguins,4.0,0
39933,2007,Carolina Hurricanes,2.0,Washington Capitals,5.0,0
39934,2007,Edmonton Oilers,4.0,Anaheim Ducks,1.0,0
39935,2007,Florida Panthers,2.0,Toronto Maple Leafs,3.0,0
39936,2007,Los Angeles Kings,1.0,St. Louis Blues,3.0,0
39937,2007,New Jersey Devils,2.0,Tampa Bay Lightning,3.0,0
39938,2007,Nashville Predators,4.0,Columbus Blue Jackets,0.0,0
39939,2007,Ottawa Senators,1.0,Vancouver Canucks,2.0,0
39940,2007,Philadelphia Flyers,2.0,New York Islanders,4.0,0
39941,2007,San Jose Sharks,5.0,Phoenix Coyotes,2.0,0
39942,2007,Buffalo Sabres,4.0,Vancouver Canucks,3.0,0
39943,2007,Columbus Blue Jackets,3.0,Detroit Red Wings,1.0,0
39944,2007,Calgary Flames,3.0,Anaheim Ducks,2.0,0
39945,2007,Chicago Blackhawks,0.0,Minnesota Wild,3.0,0
39946,2007,Boston Bruins,0.0,Ottawa Senators,3.0,0
39947,2007,Carolina Hurricanes,5.0,Tampa Bay Lightning,6.0,0
39948,2007,Colorado Avalanche,3.0,Detroit Red Wings,1.0,0
39949,2007,Edmonton Oilers,0.0,Calgary Flames,4.0,0
39950,2007,Los Angeles Kings,2.0,Phoenix Coyotes,3.0,0
39951,2007,Minnesota Wild,1.0,Dallas Stars,2.0,0
39952,2007,Montreal Canadiens,4.0,Buffalo Sabres,3.0,0
39953,2007,New Jersey Devils,4.0,Philadelphia Flyers,3.0,0
39954,2007,Nashville Predators,6.0,Chicago Blackhawks,3.0,0
39955,2007,New York Rangers,1.0,Atlanta Thrashers,3.0,0
39956,2007,Pittsburgh Penguins,8.0,Toronto Maple Leafs,2.0,0
39957,2007,San Jose Sharks,0.0,St. Louis Blues,1.0,0
39958,2007,Washington Capitals,1.0,Florida Panthers,4.0,0
39959,2007,Atlanta Thrashers,5.0,New York Islanders,4.0,0
39960,2007,Carolina Hurricanes,6.0,Washington Capitals,2.0,0
39961,2007,Columbus Blue Jackets,3.0,Buffalo Sabres,2.0,0
39962,2007,Chicago Blackhawks,1.0,Nashville Predators,3.0,0
39963,2007,Colorado Avalanche,4.0,Phoenix Coyotes,5.0,0
39964,2007,Dallas Stars,3.0,Pittsburgh Penguins,4.0,0
39965,2007,Edmonton Oilers,1.0,San Jose Sharks,5.0,0
39966,2007,Minnesota Wild,2.0,Calgary Flames,1.0,0
39967,2007,St. Louis Blues,2.0,Detroit Red Wings,1.0,0
39968,2007,Tampa Bay Lightning,0.0,New Jersey Devils,2.0,0
39969,2007,Vancouver Canucks,2.0,Los Angeles Kings,3.0,0
39970,2007,Columbus Blue Jackets,3.0,Minnesota Wild,2.0,0
39971,2007,Edmonton Oilers,4.0,Los Angeles Kings,3.0,0
39972,2007,Florida Panthers,4.0,New Jersey Devils,2.0,0
39973,2007,New York Islanders,5.0,Buffalo Sabres,3.0,0
39974,2007,Ottawa Senators,3.0,Boston Bruins,1.0,0
39975,2007,Philadelphia Flyers,1.0,New York Rangers,2.0,0
39976,2007,Phoenix Coyotes,2.0,Pittsburgh Penguins,7.0,0
39977,2007,St. Louis Blues,3.0,Nashville Predators,6.0,0
39978,2007,Toronto Maple Leafs,4.0,Montreal Canadiens,1.0,0
39979,2007,Washington Capitals,7.0,Carolina Hurricanes,3.0,0
39980,2007,Anaheim Ducks,4.0,Dallas Stars,1.0,0
39981,2007,Atlanta Thrashers,1.0,Philadelphia Flyers,2.0,0
39982,2007,Chicago Blackhawks,4.0,Calgary Flames,3.0,0
39983,2007,Detroit Red Wings,3.0,Colorado Avalanche,1.0,0
39984,2007,Vancouver Canucks,3.0,San Jose Sharks,1.0,0
39985,2007,Boston Bruins,1.0,New York Rangers,6.0,0
39986,2007,Montreal Canadiens,3.0,Ottawa Senators,1.0,0
39987,2007,Atlanta Thrashers,5.0,New Jersey Devils,4.0,0
39988,2007,Buffalo Sabres,7.0,Boston Bruins,1.0,0
39989,2007,Carolina Hurricanes,1.0,Toronto Maple Leafs,4.0,0
39990,2007,Calgary Flames,4.0,Los Angeles Kings,1.0,0
39991,2007,Colorado Avalanche,4.0,Nashville Predators,3.0,0
39992,2007,New York Islanders,3.0,Detroit Red Wings,4.0,0
39993,2007,Ottawa Senators,3.0,Washington Capitals,2.0,0
39994,2007,Philadelphia Flyers,3.0,Tampa Bay Lightning,4.0,0
39995,2007,Pittsburgh Penguins,3.0,Florida Panthers,0.0,0
39996,2007,San Jose Sharks,2.0,Dallas Stars,3.0,0
39997,2007,St. Louis Blues,2.0,Minnesota Wild,5.0,0
39998,2007,Vancouver Canucks,2.0,Columbus Blue Jackets,3.0,0
39999,2007,Anaheim Ducks,2.0,Phoenix Coyotes,1.0,0
40000,2007,Edmonton Oilers,5.0,Columbus Blue Jackets,2.0,0
40001,2007,New York Rangers,1.0,Toronto Maple Leafs,2.0,0
40002,2007,Atlanta Thrashers,2.0,New York Islanders,5.0,0
40003,2007,Boston Bruins,1.0,Buffalo Sabres,3.0,0
40004,2007,Carolina Hurricanes,0.0,Tampa Bay Lightning,4.0,0
40005,2007,Colorado Avalanche,3.0,Minnesota Wild,5.0,0
40006,2007,Florida Panthers,6.0,Washington Capitals,3.0,0
40007,2007,Los Angeles Kings,2.0,Chicago Blackhawks,3.0,0
40008,2007,Philadelphia Flyers,5.0,New Jersey Devils,6.0,0
40009,2007,Phoenix Coyotes,3.0,Nashville Predators,2.0,0
40010,2007,Pittsburgh Penguins,5.0,Montreal Canadiens,4.0,0
40011,2007,San Jose Sharks,2.0,Dallas Stars,4.0,0
40012,2007,Vancouver Canucks,5.0,Edmonton Oilers,3.0,0
40013,2007,Calgary Flames,6.0,Columbus Blue Jackets,2.0,0
40014,2007,Detroit Red Wings,5.0,St. Louis Blues,3.0,0
40015,2007,Atlanta Thrashers,2.0,Philadelphia Flyers,5.0,0
40016,2007,Carolina Hurricanes,3.0,Boston Bruins,4.0,0
40017,2007,Calgary Flames,4.0,Vancouver Canucks,3.0,0
40018,2007,Colorado Avalanche,2.0,Edmonton Oilers,3.0,0
40019,2007,Florida Panthers,0.0,Los Angeles Kings,7.0,0
40020,2007,Montreal Canadiens,2.0,New York Islanders,4.0,0
40021,2007,New Jersey Devils,3.0,Buffalo Sabres,2.0,0
